country,region,body,trust_or_site_name,address,postcode
united kingdom,North West,NHS Wigan Borough CCG,St Peter's Pavillion,"St Peter's Pavillion, Hurst Street, Hindley",WN2 3DN
united kingdom,North West,NHS Wirral CCG,Birkenhead Medical Building ,"Laird Street, Birkenhead",CH41 8DB
united kingdom,North West,NHS Wirral CCG,Moreton Cross Group Practice,"Pasture Road Health Centre, Moreton",CH46 8SA
united kingdom,North West,NHS Wirral CCG,St Catherine's Surgery,"Church Road, Birkenhead",CH42 0LQ
united kingdom,North West,NHS Wirral CCG,The Oval Leisure Centre,The Oval Bebington,CH63 7LF
united kingdom,North West,NHS Wirral CCG,Victoria Central Hospital,"Victoria Central Hospital, Mill Lane, Wallasey",CH44 5UF
united kingdom,North West,NHS Wirral CCG,Woodchurch Leisure Centre,"Carr Bridge Rd, Birkenhead",CH49 8EU
united kingdom,North West ,NHS Cheshire CCG,Apollo Buckingham Health Sciences Campus Ltd ,Library Building Crewe Campus,CW1 5DU
united kingdom,North West ,NHS Cheshire CCG,Cheshire View.,"Plough Lane, Christleton, Chester",CH3 7PT 
united kingdom,North West ,NHS Cheshire CCG,City Walls Medical Centre,"St Martins Way, Chester",CH1 2NR
united kingdom,North West ,NHS Cheshire CCG,Congleton Town Hall,"7 High St, Congleton",CW12 1BN
united kingdom,North West ,NHS Cheshire CCG,"Dental Suite in Eagle Bridge Health & Wellbeing Centre,","Dunwoody Way, Crewe",CW1 3AW
united kingdom,North West ,NHS Cheshire CCG,Kingsmead Medical Centre,"2 Kingsmead Square, Regency Way, Northwich,",CW9 8UW
united kingdom,North West ,NHS Cheshire CCG,Knutsford District Community Hospital,Bexton Road,WA16 0BT
united kingdom,North West ,NHS Cheshire CCG,Nantwich Civic Hall,"4 Market Street, Nantwich", CW5 5NF
united kingdom,North West ,NHS Cheshire CCG,Neston Medical Centre,Liverpool Road Neston ,CH64 3RA
united kingdom,North West ,NHS Cheshire CCG,Site 2 - The 13 Club,"Cedars Avenue, Alsager,  Stoke on Trent",ST7 2PH
united kingdom,North West ,NHS Cheshire CCG,Wilmslow Health Centre,"Wilmslow Health Centre, Chapel Lane Wilmslow, Cheshire",SK9 5HX
united kingdom,North West ,NHS Chorley and South Ribble CCG,Clayton Brook Clinic,"60 Tunley Holme, Bamber Bridge, Preston",PR5 8ES
united kingdom,North West ,NHS Chorley and South Ribble CCG,Jubilee House,"Midlands and Lancashire CSU, Lancashire Business Park, Leyland",PR26 6TR
united kingdom,North West ,"NHS Heywood, Middleton and Rochdale CCG",Middleton Health Centre,"Unit F1, Middleton Shopping Centre, Limetrees Road, Middleton",M24 4EL
united kingdom,North West ,NHS Liverpool CCG,Speke Neighbourhood Health Centre,"75 S Parade, Speke, Liverpool",L24 2SF
united kingdom,North West ,NHS Manchester CCG,Newton Heath Health Centre,"Newton Heath Health Centre, 2 Old Church Street, Newton Heath, Manchester",M40 2JF
united kingdom,North West ,NHS Morecambe Bay CCG,Carnforth Clinic ground floor,"Carnforth Clinic, The Walkway, Market St, Carnforth",LA5 9JU
united kingdom,North West ,NHS Morecambe Bay CCG,Grange Health Centre ,"Kents Bank Road, Grange over Sands",LA11 7DJ
united kingdom,North West ,NHS Oldham CCG,Moorside,"681 Ripponden Road, Moorside, Oldham",OL1 4JU
united kingdom,North West ,NHS Southport and Formby CCG,Ainsdale HWB Centre,"164 Sandbrook Road, Southport",PR8 3RJ
united kingdom,North West ,NHS Stockport CCG,Bosden Moor Surgery,"Fulmar Drive, Offerton, Stockport",SK2 5JL
united kingdom,North West ,NHS Stockport CCG,Bredbury Medical Centre,"1 Auburn Ave, Bredbury, Cheshire",SK6 2AH
united kingdom,North West ,NHS Stockport CCG,Heald Green Village Hall,"Outwood Rd, Heald Green, Cheadle",SK8 3JL
united kingdom,South East,NHS Berkshire West CCG,Boathouse Surgery/Rosewood Hall ,"The Boathouse Surgery, Whitchurch Road, Pangbourne, Reading",RG8 7DP
united kingdom,South East,NHS Berkshire West CCG,Circuit Lane Surgery,"53 Circuit Lane, Reading",RG30 3AN
united kingdom,South East,NHS Berkshire West CCG,Eldon Square Surgery,"Eldon Square Surgery, 9 Eldon Square Reading",RG1 4DP
united kingdom,South East,NHS Berkshire West CCG,Emmer Green Surgery ,"4 St Barnabas Road, Emmer Green, Reading",RG4 8RA
united kingdom,South East,NHS Berkshire West CCG,Newbury Racecourse ,"Racecourse Rd, Newbury  ",RG14 7NZ
united kingdom,South East,NHS Berkshire West CCG,Swallowfield Surgery,"The Street, Swallowfield",RG7 1QY
united kingdom,South East,NHS Berkshire West CCG,Tilehurst Village Surgery,"Tilehurst Village Surgery, 92 Westwood Road, Reading",RG31 5PP
united kingdom,South East,NHS Berkshire West CCG,University Medical Centre,"9 Northcourt Avenue, Reading",RG2 7HE
united kingdom,South East,NHS Berkshire West CCG,Wargrave Surgery,"Victoria Road, Reading",RG10 8BP
united kingdom,South East,NHS Berkshire West CCG,Woodley Centre Surgery,"1st Floor, 6 Headley Road, Woodley, Reading",RG5 4JA
united kingdom,South East,NHS Brighton and Hove CCG,Brighton Racecourse,"Freshfield Road, Brighton",BN2 9XZ
united kingdom,South East,NHS Brighton and Hove CCG,Canon Building,"Cockshot Hill, Woodhatch, Reigate",RH2 8BF
united kingdom,South East,NHS Buckinghamshire CCG,Buckingham Community Centre,"Cornwalls Meadow, Buckingham",MK18 1RP
united kingdom,South East,NHS Buckinghamshire CCG,Burnham Health Centre,"Minniecroft Rd, Burnham, Slough",SL1 7DE
united kingdom,South East,NHS Buckinghamshire CCG,Chalfont Hospital,"Hampden Rd, Chalfont St Peter, Gerrards Cross",SL9 9DR
united kingdom,South East,NHS Buckinghamshire CCG,Mandeville Stadium,"Guttmann Rd, Aylesbury",HP21 9PP
united kingdom,South East,NHS Buckinghamshire CCG,"Nordon House Surgery, Clinical Centre","Avenue Road, Winslow, Bucks",MK18 3DW
united kingdom,South East,NHS Buckinghamshire CCG,Risborough Community Centre,"Wades Park/Stratton Rd, Princes Risborough",HP27 9AX
united kingdom,South East,NHS Buckinghamshire CCG,Windsor Racecourse,"Maidenhead Rd, Windsor",SL4 5EZ
united kingdom,South East,NHS Buckinghamshire CCG,Wycombe Town Hall,Queen Victoria Road,HP11 1BG
united kingdom,South East,NHS County Durham CCG,Henfield Medical Centre,"Deer Park, Henfield",BN5 9JQ
united kingdom,South East,NHS East Berkshire CCG,Birch Hill Medical Practice,"Leppington, Birch Hill",RG12 7WW
united kingdom,South East,NHS East Berkshire CCG,Maidenhead Town Hall,"Town Hall, Maidenhead",SL6 1RF
united kingdom,South East,NHS East Berkshire CCG,Salt Hill Activity Centre,"Salt Hill Activity Centre, Bath Road, Slough",SL1 3SS
united kingdom,South East,NHS East Berkshire CCG,Waitrose Sports Hall,"Willoughby Road, Bracknell",RG12 8FB
united kingdom,South East,NHS East Hampshire and Farnham CCG,Farnham Centre for Health,"Hale Road, Farnham",GU9 9QS
united kingdom,South East,NHS East Sussex CCG,Beacon Shopping Centre,Eastbourne,BN21 3NW
united kingdom,South East,NHS East Sussex CCG,Etchingham Village Hall,"Parsonage Croft, Etchingham",TN19 7BY
united kingdom,South East,NHS East Sussex CCG,Princess Park Health Centre,"Wartling Road, Eastbourne",BN22 7PG
united kingdom,South East,NHS East Sussex CCG,River Lodge Surgery,"Malling Street, Lewes",BN7 2RD
united kingdom,South East,NHS East Sussex CCG,Saxonbury House Medical Group ,"Saxonbury House, Croft Road, Crowborough",TN6 1DL
united kingdom,South East,NHS East Sussex CCG,Sidley Surgery,"44 Turkey Road, Bexhill-On-Sea",TN39 5HE
united kingdom,South East,NHS East Sussex CCG,Sovereign Centre,"Royal Parade, Eastbourne",BN22 7LQ
united kingdom,South East,NHS East Sussex CCG,Sussex Community NHS Foundation Trust - Pharmacy Dispensary,"Pharmacy Dispensary, Crawley Hospital, Pharmacy Department, West Green Drive, Crawley",RH11 7DH
united kingdom,South East,NHS East Sussex CCG,"The Kings Church, Hastings","The Hastings Centre, The Ridge",TN34 2SA
united kingdom,South East,NHS East Sussex CCG,The Meads Medical Centre,Bell Farm Road,TN22 1BA
united kingdom,South East,NHS Fareham and Gosport CCG,Brook Lane Surgery,"233A Brook Ln, Sarisbury Green, Southampton",SO31 7DQ
united kingdom,South East,NHS Fareham and Gosport CCG,Brune Medical Centre ,"10 Rowner Rd, Gosport",PO13 0EW
united kingdom,South East,NHS Fareham and Gosport CCG,Fareham Community Hospital,"Brook Lane, Sarisbury Green, Fareham",SO31 7DQ
united kingdom,South East,NHS Fareham and Gosport CCG,Portchester Community Centre,"Westlands Grove, Porchester, Fareham",PO16 9AD
united kingdom,South East,NHS Fareham and Gosport CCG,Solent View Medical Practice,"Manor Way, Lee-on-the-Solent",PO13 9JG
united kingdom,South East,NHS Fareham and Gosport CCG,Waterlooville Health Centre,"Dryden Close, Waterlooville",PO7 6AJ
united kingdom,South East,NHS Isle of Wight CCG,"Newport Medical Practice, Carisbrooke","Newport Medical Practice, 22 Carisbrooke High Street, Newport",PO30 1NR
united kingdom,South East,NHS Isle of Wight CCG,The Bay Medical Practice,"1 Carter Rd, Shanklin",PO37 7HR
united kingdom,South East,NHS Isle of Wight CCG,West Wight Sport and Social Centre,"Moa Pl, Freshwater",PO40 9XH
united kingdom,South East,NHS Isle of Wight CCG,Westridge Centre,"Brading Rd, Ryde",PO33 1QS
united kingdom,South East,NHS Kent and Medway CCG,Avicenna Medical Centre,"7 Little Market Row, Leybourne",ME19 5PU
united kingdom,South East,NHS Kent and Medway CCG,Blackthorn Medical Centre,"St Andrews Road, Maidstone",ME16 9AN
united kingdom,South East,NHS Kent and Medway CCG,Bower Mount Medical Centre,"1 Bower Mount Rd, Maidstone",ME16 8AX
united kingdom,South East,NHS Kent and Medway CCG,Bridge Health Centre,"Patrixbourne Rd, Canterbury",CT4 5BL
united kingdom,South East,NHS Kent and Medway CCG,Charing Surgery,"1 Surgery Close, Charing, Ashford",TN27 0HZ
united kingdom,South East,NHS Kent and Medway CCG,Dartford Football Club,"Grass Banks, Dartford",DA1 1RT
united kingdom,South East,NHS Kent and Medway CCG,Dover Health Centre                                  ,"Maison Dieu Rd, Dover",CT16 1RH
united kingdom,South East,NHS Kent and Medway CCG,Estuary View Medical Centre,"25 Boorman Way, Whitstable",CT5 3SE
united kingdom,South East,NHS Kent and Medway CCG,Faversham Health Centre,"Bank Street, Faversham",ME13 8QR
united kingdom,South East,NHS Kent and Medway CCG,Folkestone Civic Centre,"Civic Centre, Castlehill Avenue, Folkestone",CT20 2QY
united kingdom,South East,NHS Kent and Medway CCG,Greensands Branch Surgery (Loose),"1 Boughton Lane, Loose, Maidstone",ME15 9QN
united kingdom,South East,NHS Kent and Medway CCG,Headcorn Surgery ,"Grigg Lane, Headcorn, Kent",TN27 9AA
united kingdom,South East,NHS Kent and Medway CCG,Heather House Day Centre,"Ave of Remembrance, Sittingbourne",ME10 4NN
united kingdom,South East,NHS Kent and Medway CCG,Len Valley Branch Surgery (Glebe),"Church Road, Harrietsham, Maidstone",ME17 1AP
united kingdom,South East,NHS Kent and Medway CCG,Long Catlis Road Surgery,"Parkwood, Rainham, Gillingham, Kent",ME8 9PR
united kingdom,South East,NHS Kent and Medway CCG,Lydd Airport,Romney Marsh,TN29 9QL
united kingdom,South East,NHS Kent and Medway CCG,Meopham Medical Centre,"Wrotham Road, Meopahm",DA13 0AH
united kingdom,South East,NHS Kent and Medway CCG,Montefiore Centre,"The Montefiore Medical Centre, Dumpton Park Drive, Ramsgate",CT11 8AD
united kingdom,South East,NHS Kent and Medway CCG,Musgrove Park Medical Centre,"Beaver Rd, Ashford, Kent",TN23 7SP
united kingdom,South East,NHS Kent and Medway CCG,Oaklands Health Centre,"Stade Street, Hythe",CT21 6BD
united kingdom,South East,NHS Kent and Medway CCG,Queen Victoria Memorial Hospital ,King Edward Avenue Herne Bay,CT6 6EB
united kingdom,South East,NHS Kent and Medway CCG,Rochester & Lordswood Healthy Livng Centre ,Delce Road Rochester Kent,ME1 2EL
united kingdom,South East,NHS Kent and Medway CCG,Saga Call Centre,"Saga Call Centre, Haine Road, Ramsgate",CT12 5ZW
united kingdom,South East,NHS Kent and Medway CCG,Sheerness Health Centre,"250-262 High St, Sheerness",ME12 1UP
united kingdom,South East,NHS Kent and Medway CCG,Springhead Health Ltd,"Building B, Fleet Health Campus, Vale Road, Northfleet",DA11 8BZ
united kingdom,South East,NHS Kent and Medway CCG,St Mary's Medical Centre,"Vicarage Road, Strood",ME2 4DG
united kingdom,South East,NHS Kent and Medway CCG,"Swanley Town Council, Alexandra Suite","St Mary's Rd, Swanley",BR8 7BU
united kingdom,South East,NHS Kent and Medway CCG,Swanscombe Health Centre,"Southfleet Road, Swanscombe",DA10 0BF
united kingdom,South East,NHS Kent and Medway CCG,The Orchard Practice,"Dartford West Health Centre, Tower Road, Dartford",DA1 2HA
united kingdom,South East,NHS Kent and Medway CCG,Tonbridge Baptist Church,"Darenth Ave, Tonbridge",TN10 3HZ
united kingdom,South East,NHS Kent and Medway CCG,Tunbridge Wells Masonic Hall,"St John’s Road, Tunbridge Wells",TN4 9UY
united kingdom,South East,NHS Kent and Medway CCG,Wainscott Surgery,"Miller Way, Rochester, Kent",ME2 4LP
united kingdom,South East,NHS Kent and Medway CCG,Woodlands Family Practice,"Woodlands Road, Gillingham",ME7 2BU
united kingdom,South East,NHS North East Hampshire and Farnham CCG,Monteagle Surgery,"Tesimond Drive, Yateley",GU46 6FE
united kingdom,South East,NHS North East Hampshire and Farnham CCG,The Harlington Centre,"236 Fleet Rd, Fleet",GU51 4BY
united kingdom,South East,NHS North Hampshire CCG,Forest Surgery,"60 Forest Rd, Bordon",GU35 0BP
united kingdom,South East,NHS North Hampshire CCG,Hampshire Court Hotel,"Centre Drive, Chineham, Basingstoke",RG24 8FY
united kingdom,South East,NHS Oxfordshire CCG,Barton Neighbourhood Centre,"Underhill Circus, Headington, Oxford",OX3 9LS
united kingdom,South East,NHS Oxfordshire CCG,Carterton Health Centre,"Alverscot Road, Carterton",OX18 3LJ
united kingdom,South East,NHS Oxfordshire CCG,Chipping Norton Health Centre,"Russell Way, Chipping Norton",OX7 5FA
united kingdom,South East,NHS Oxfordshire CCG,East Oxford Health Centre,"1 Manzil Way, Oxford",OX4 1GE
united kingdom,South East,NHS Oxfordshire CCG,"Grimsbury Community CeNotre,","Burchester Pl, Banbury",OX16 3WT
united kingdom,South East,NHS Oxfordshire CCG,Jericho Health Centre,"New Radcliffe House, Walton Street, Oxford",OX2 6NW
united kingdom,South East,NHS Oxfordshire CCG,Malthouse Surgery,"The Charter, Abingdon",OX14 3JY
united kingdom,South East,NHS Oxfordshire CCG,Morland House,"London Rd, Wheatley, Oxford",OX33 1YJ
united kingdom,South East,NHS Oxfordshire CCG,RAC Business Park,"Unit 1a and 1b, RAC Business Park, Faringdon",SN7 7BP
united kingdom,South East,NHS Oxfordshire CCG,South Bar House,"16 Oxford Road, Banbury",OX16 9AD
united kingdom,South East,NHS Oxfordshire CCG,The Hart Surgery,"York Road, Henley-on-Thames",RG9 2DR
united kingdom,South East,NHS Oxfordshire CCG,The Leys Health Centre,"Dunnock Way, Oxford",OX4 7EX
united kingdom,South East,NHS Oxfordshire CCG,Wallingford Community Hospital,"Reading Road, Wallingford",OX10 9DU
united kingdom,South East,NHS Oxfordshire CCG,Windrush Health Centre,"Welch Way, Witney",OX28 6JS
united kingdom,South East,NHS Oxfordshire CCG  ,"Building 139, The Command Works, Bicester Heritage","Buckingham Road, Bicester",OX26 5HA
united kingdom,South East,NHS Oxfordshire CCG  ,Cherwell School,"Marston Ferry Rd, Oxford",OX2 7EE
united kingdom,South East,NHS Oxfordshire CCG  ,Clifton Hampden Village Hall,"Abingdon Road, Clifton Hampden, Abingdon",OX14 3EJ
united kingdom,South East,NHS Oxfordshire CCG  ,Didcot Civic Hall,"Britwell Road, Didcot",OX11 7JN
united kingdom,South East,NHS Oxfordshire CCG  ,Islip Villiage Hall,"Church Ln, Islip, Kidlington",OX5 2TA
united kingdom,South East,NHS Oxfordshire CCG  ,Wantage Health Centre,"Mably Way, Wantage",OX12 9BN
united kingdom,South East,NHS Portsmouth CCG,Eastney Health Centre,"Highland Road, Eastney, Southsea",PO4 9HU
united kingdom,South East,NHS Portsmouth CCG,Kingston Crescent Surgery,"92 Kingston Crescent, Portsmouth",PO2 8AL
united kingdom,South East,NHS Portsmouth CCG ,Cosham Health Centre,"Vectis Way, Cosham",PO6 3AW
united kingdom,South East,NHS Portsmouth CCG ,Lake Road Health Centre,"Nutfield Place, Portsmouth",PO1 4JT
united kingdom,South East,NHS South Eastern Hampshire CCG,Emsworth Baptist Church,"North St, Emsworth",PO10 7BY
united kingdom,South East,NHS South Eastern Hampshire CCG,Hayling Island Health Centre,"Elm Grove, Mengham, Hayling Island",PO11 9AP
united kingdom,South East,NHS South Eastern Hampshire CCG,Petersfield Festival Hall,"Festival Hall, Heath Rd, Petersfield",GU31 4EA
united kingdom,South East,NHS Southampton CCG ,Adelaide Health Centre ,"Western Community Hospital, Southampton",SO16 4XE
united kingdom,South East,NHS Southampton CCG ,Chessel Avenue Surgery,"4 Chessel Ave, Southampton",SO19 4AA
united kingdom,South East,NHS Southampton CCG ,Ladies Walk Surgery,"90 Thornhill Park Rd, Thornhill, Southampton",SO18 5TS
united kingdom,South East,NHS Southampton CCG ,Royal South Hants Hospital,"Brintons Terrace, Southampton",SO14 0YG
united kingdom,South East,NHS Southampton CCG ,St Peters Surgery,"49 Rd, Woolston, Southampton",SO19 9RL
united kingdom,South East,NHS Surrey Heartlands CCG,Chertsey Hall,"Heriot Road, Chertsey",KT16 9DR
united kingdom,South East,NHS Surrey Heartlands CCG,Cranleigh Village Hall,"Village Way, Cranleigh",GU6 8AF
united kingdom,South East,NHS Surrey Heartlands CCG,Epsom Racecourse,Epsom Downs,KT18 5LQ
united kingdom,South East,NHS Surrey Heartlands CCG,Fitznells Surgery,"2 Chessington Road, Epsom",KT17 1TF
united kingdom,South East,NHS Surrey Heartlands CCG,G-Live,"London Road, Guildford",GU1 2AA
united kingdom,South East,NHS Surrey Heartlands CCG,H&M Building,"New Zealand Avenue, Walton Upon Thames",KT12 1GH
united kingdom,South East,NHS Surrey Heartlands CCG,Hythe Centre ,"36 Thorpe Rd, Staines",TW18 3HD
united kingdom,South East,NHS Surrey Heartlands CCG,McLaren,"Victoria Gate, Chobham Rd, Woking",GU21 6JD
united kingdom,South East,NHS Surrey Heartlands CCG,St Christopher's Church,St Christopher's Green,GU27 1DD
united kingdom,South East,NHS Surrey Heartlands CCG,Westway Commuity Centre,"25 Chaldon Road, Caterham",CR3 5TA
united kingdom,South East,NHS Surrey Heartlands CCG ,Thames Ditton Centre for the Community,"Mercer Close, Thames Ditton",KT7 0BS
united kingdom,South East,NHS Surrey Heath CCG,Lakeside Country Club,"Wharf Road, Frimley Green, Camberley",GU16 6PT
united kingdom,South East,NHS West Hampshire CCG,AFC Totton,"Snows Stadium, Salisbury Rd, Totton",SO40 2RW
united kingdom,South East,NHS West Hampshire CCG,Applemore Health Centre,"Claypits Lane,Dibden, Southampton",SO45 5TN
united kingdom,South East,NHS West Hampshire CCG,Archers Practice,"Eastleigh Health Centre, Newtown Road, Eastleigh",SO50 9AG
